Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10
186,153,1,0,1,1,1,0,1,0
186,154,1,0,1,1,1,0,1,0
186,155,1,0,1,1,1,0,1,0
186,156,1,0,1,1,1,0,1,0
186,157,1,0,1,1,1,0,1,0
186,158,1,0,1,1,1,0,1,0
186,159,1,0,1,1,1,0,1,0
186,160,1,0,1,1,1,0,1,0
186,161,1,0,1,1,1,0,1,0
186,162,1,0,1,1,1,0,1,0
186,163,1,0,1,1,1,0,1,0
186,164,1,0,1,1,1,0,1,0
186,165,1,0,1,1,1,0,1,0
186,166,1,0,1,1,1,0,1,0
186,167,1,0,1,1,1,0,1,0
186,168,1,0,1,1,1,0,1,0
186,169,1,0,1,1,1,0,1,0
186,170,1,0,1,1,1,0,1,0
186,171,1,0,1,1,1,0,1,0
186,172,1,0,1,1,1,0,1,0
186,173,1,0,1,1,1,0,1,0
186,174,1,0,1,1,1,0,1,0
186,175,1,0,1,1,1,0,1,0
186,176,1,0,1,1,1,0,1,0
186,177,1,0,1,1,1,0,1,0
186,178,1,0,1,1,1,0,1,0
186,179,1,0,1,1,1,0,1,0
186,180,1,0,1,1,1,0,1,0
186,181,1,0,1,1,1,0,1,0
186,182,1,0,1,1,1,0,1,0
186,183,1,0,1,1,1,0,1,0
186,184,1,0,1,1,1,0,1,0
186,185,1,0,1,1,1,0,1,0
186,186,1,0,1,1,1,0,1,0
186,187,1,0,1,1,1,0,1,0
186,188,1,0,1,1,1,0,1,0
186,189,1,0,1,1,1,0,1,0
186,190,1,0,1,1,1,0,1,0
186,191,1,0,1,1,1,0,1,0
186,192,1,0,1,1,1,0,1,0
186,193,1,0,1,1,1,0,1,0
186,194,1,0,1,1,1,0,1,0
186,195,1,0,1,1,1,0,1,0
186,196,1,0,1,1,1,0,1,0
186,197,1,0,1,1,1,0,1,0
186,198,1,0,1,1,1,0,1,0
186,199,1,0,1,1,1,0,1,0
186,200,1,0,1,1,1,0,1,0
186,201,1,0,1,1,1,0,1,0
186,202,1,0,1,1,1,0,1,0
186,203,1,0,1,1,1,0,1,0
186,204,1,0,1,1,1,0,1,0
186,205,1,0,1,1,1,0,1,0
186,206,1,0,1,1,1,0,1,0
186,207,1,0,1,1,1,0,1,0
186,208,1,0,1,1,1,0,1,0
186,209,1,0,1,1,1,0,1,0
186,210,1,0,1,1,1,0,1,0
186,211,1,0,1,1,1,0,1,0
186,212,1,0,1,1,1,0,1,0
186,213,1,0,1,1,1,0,1,0
186,214,1,0,1,1,1,0,1,0
186,215,1,0,1,1,1,0,1,0
186,216,1,0,1,1,1,0,1,0
186,217,1,0,1,1,1,0,1,0
186,218,1,0,1,1,1,0,1,0
186,219,1,0,1,1,1,0,1,0
186,220,1,0,1,1,1,0,1,0
186,221,1,0,1,1,1,0,1,0
186,222,1,0,1,1,1,0,1,0
186,223,1,0,1,1,1,0,1,0
186,224,1,0,1,1,1,0,1,0
186,225,1,0,1,1,1,0,1,0
186,226,1,0,1,1,1,0,1,0
186,227,1,0,1,1,1,0,1,0
186,228,1,0,1,1,1,0,1,0
186,229,1,0,1,1,1,0,1,0
186,230,1,0,1,1,1,0,1,0
186,231,1,0,1,1,1,0,1,0
186,232,1,0,1,1,1,0,1,0
186,233,1,0,1,1,1,0,1,0
186,234,1,0,1,1,1,0,1,0
186,235,1,0,1,1,1,0,1,0
186,236,1,0,1,1,1,0,1,0
186,237,1,0,1,1,1,0,1,0
186,238,1,0,1,1,1,0,1,0
186,239,1,0,1,1,1,0,1,0
186,240,1,0,1,1,1,0,1,0
186,241,1,0,1,1,1,0,1,0
186,242,1,0,1,1,1,0,1,0
186,243,1,0,1,1,1,0,1,0
186,244,1,0,1,1,1,0,1,0
186,245,1,0,1,1,1,0,1,0
186,246,1,0,1,1,1,0,1,0
186,247,1,0,1,1,1,0,1,0
186,248,1,0,1,1,1,0,1,0
186,249,1,0,1,1,1,0,1,0
186,250,1,0,1,1,1,0,1,0
186,251,1,0,1,1,1,0,1,0
186,252,1,0,1,1,1,0,1,0
186,253,1,0,1,1,1,0,1,0
186,254,1,0,1,1,1,0,1,0
186,255,1,0,1,1,1,0,1,0
186,0,1,0,1,1,1,0,1,0
186,1,1,0,1,1,1,0,1,0
186,2,1,0,1,1,1,0,1,0
186,3,1,0,1,1,1,0,1,0
186,4,1,0,1,1,1,0,1,0
186,5,1,0,1,1,1,0,1,0
186,6,1,0,1,1,1,0,1,0
186,7,1,0,1,1,1,0,1,0
186,8,1,0,1,1,1,0,1,0
186,9,1,0,1,1,1,0,1,0
186,10,1,0,1,1,1,0,1,0
186,11,1,0,1,1,1,0,1,0
186,12,1,0,1,1,1,0,1,0
186,13,1,0,1,1,1,0,1,0
186,14,1,0,1,1,1,0,1,0
186,15,1,0,1,1,1,0,1,0
186,16,1,0,1,1,1,0,1,0
186,17,1,0,1,1,1,0,1,0
186,18,1,0,1,1,1,0,1,0
186,19,1,0,1,1,1,0,1,0
186,20,1,0,1,1,1,0,1,0
186,21,1,0,1,1,1,0,1,0
186,22,1,0,1,1,1,0,1,0
186,23,1,0,1,1,1,0,1,0
186,24,1,0,1,1,1,0,1,0
186,25,1,0,1,1,1,0,1,0
186,26,1,0,1,1,1,0,1,0
186,27,1,0,1,1,1,0,1,0
186,28,1,0,1,1,1,0,1,0
186,29,1,0,1,1,1,0,1,0
186,30,1,0,1,1,1,0,1,0
186,31,1,0,1,1,1,0,1,0
186,32,1,0,1,1,1,0,1,0
186,33,1,0,1,1,1,0,1,0
186,34,1,0,1,1,1,0,1,0
186,35,1,0,1,1,1,0,1,0
186,36,1,0,1,1,1,0,1,0
186,37,1,0,1,1,1,0,1,0
186,38,1,0,1,1,1,0,1,0
186,39,1,0,1,1,1,0,1,0
186,40,1,0,1,1,1,0,1,0
186,41,1,0,1,1,1,0,1,0
186,42,1,0,1,1,1,0,1,0
186,43,1,0,1,1,1,0,1,0
186,44,1,0,1,1,1,0,1,0
186,45,1,0,1,1,1,0,1,0
186,46,1,0,1,1,1,0,1,0
186,47,1,0,1,1,1,0,1,0
186,48,1,0,1,1,1,0,1,0
186,49,1,0,1,1,1,0,1,0
186,50,1,0,1,1,1,0,1,0
186,51,1,0,1,1,1,0,1,0
186,52,1,0,1,1,1,0,1,0
186,53,1,0,1,1,1,0,1,0
186,54,1,0,1,1,1,0,1,0
186,55,1,0,1,1,1,0,1,0
186,56,1,0,1,1,1,0,1,0
186,57,1,0,1,1,1,0,1,0
186,58,1,0,1,1,1,0,1,0
186,59,1,0,1,1,1,0,1,0
186,60,1,0,1,1,1,0,1,0
186,61,1,0,1,1,1,0,1,0
186,62,1,0,1,1,1,0,1,0
186,63,1,0,1,1,1,0,1,0
186,64,1,0,1,1,1,0,1,0
186,65,1,0,1,1,1,0,1,0
186,66,1,0,1,1,1,0,1,0
186,67,1,0,1,1,1,0,1,0
186,68,1,0,1,1,1,0,1,0
186,69,1,0,1,1,1,0,1,0
186,70,1,0,1,1,1,0,1,0
186,71,1,0,1,1,1,0,1,0
186,72,1,0,1,1,1,0,1,0
186,73,1,0,1,1,1,0,1,0
186,74,1,0,1,1,1,0,1,0
186,75,1,0,1,1,1,0,1,0
186,76,1,0,1,1,1,0,1,0
186,77,1,0,1,1,1,0,1,0
186,78,1,0,1,1,1,0,1,0
186,79,1,0,1,1,1,0,1,0
186,80,1,0,1,1,1,0,1,0
186,81,1,0,1,1,1,0,1,0
186,82,1,0,1,1,1,0,1,0
186,83,1,0,1,1,1,0,1,0
186,84,1,0,1,1,1,0,1,0
186,85,1,0,1,1,1,0,1,0
186,86,1,0,1,1,1,0,1,0
186,87,1,0,1,1,1,0,1,0
186,88,1,0,1,1,1,0,1,0
186,89,1,0,1,1,1,0,1,0
186,90,1,0,1,1,1,0,1,0
186,91,1,0,1,1,1,0,1,0
186,92,1,0,1,1,1,0,1,0
186,93,1,0,1,1,1,0,1,0
186,94,1,0,1,1,1,0,1,0
186,95,1,0,1,1,1,0,1,0
186,96,1,0,1,1,1,0,1,0
186,97,1,0,1,1,1,0,1,0
186,98,1,0,1,1,1,0,1,0
186,99,1,0,1,1,1,0,1,0
186,100,1,0,1,1,1,0,1,0
186,101,1,0,1,1,1,0,1,0
186,102,1,0,1,1,1,0,1,0
186,103,1,0,1,1,1,0,1,0
186,104,1,0,1,1,1,0,1,0
186,105,1,0,1,1,1,0,1,0
186,106,1,0,1,1,1,0,1,0
186,107,1,0,1,1,1,0,1,0
186,108,1,0,1,1,1,0,1,0
186,109,1,0,1,1,1,0,1,0
186,110,1,0,1,1,1,0,1,0
186,111,1,0,1,1,1,0,1,0
186,112,1,0,1,1,1,0,1,0
186,113,1,0,1,1,1,0,1,0
58,114,0,0,1,1,1,0,1,0
186,115,1,0,1,1,1,0,1,0
186,116,1,0,1,1,1,0,1,0
186,117,1,0,1,1,1,0,1,0
58,118,0,0,1,1,1,0,1,0
26,119,0,0,0,1,1,0,1,0
58,120,0,0,1,1,1,0,1,0
58,121,0,0,1,1,1,0,1,0
58,122,0,0,1,1,1,0,1,0
58,123,0,0,1,1,1,0,1,0
8,124,0,0,0,0,1,0,0,0
58,125,0,0,1,1,1,0,1,0
58,126,0,0,1,1,1,0,1,0
58,127,0,0,1,1,1,0,1,0
42,128,0,0,1,0,1,0,1,0
10,129,0,0,0,0,1,0,1,0
42,130,0,0,1,0,1,0,1,0
42,131,0,0,1,0,1,0,1,0
42,132,0,0,1,0,1,0,1,0
42,133,0,0,1,0,1,0,1,0
42,134,0,0,1,0,1,0,1,0
42,135,0,0,1,0,1,0,1,0
170,136,1,0,1,0,1,0,1,0
170,137,1,0,1,0,1,0,1,0
170,138,1,0,1,0,1,0,1,0
170,139,1,0,1,0,1,0,1,0
170,140,1,0,1,0,1,0,1,0
106,141,0,1,1,0,1,0,1,0
106,142,0,1,1,0,1,0,1,0
106,143,0,1,1,0,1,0,1,0
66,144,0,1,0,0,0,0,1,0
74,145,0,1,0,0,1,0,1,0
74,146,0,1,0,0,1,0,1,0
74,147,0,1,0,0,1,0,1,0
74,148,0,1,0,0,1,0,1,0
2,149,0,0,0,0,0,0,1,0
138,150,1,0,0,0,1,0,1,0
138,151,1,0,0,0,1,0,1,0
138,152,1,0,0,0,1,0,1,0
10,153,0,0,0,0,1,0,1,0
2,154,0,0,0,0,0,0,1,0
10,155,0,0,0,0,1,0,1,0
10,156,0,0,0,0,1,0,1,0
10,157,0,0,0,0,1,0,1,0
10,158,0,0,0,0,1,0,1,0
10,159,0,0,0,0,1,0,1,0
10,160,0,0,0,0,1,0,1,0
10,161,0,0,0,0,1,0,1,0
10,162,0,0,0,0,1,0,1,0
10,163,0,0,0,0,1,0,1,0
10,164,0,0,0,0,1,0,1,0
2,165,0,0,0,0,0,0,1,0
10,166,0,0,0,0,1,0,1,0
142,167,1,0,0,0,1,1,1,0
142,168,1,0,0,0,1,1,1,0
142,169,1,0,0,0,1,1,1,0
142,170,1,0,0,0,1,1,1,0
142,171,1,0,0,0,1,1,1,0
78,172,0,1,0,0,1,1,1,0
78,173,0,1,0,0,1,1,1,0
78,174,0,1,0,0,1,1,1,0
70,175,0,1,0,0,0,1,1,0
78,176,0,1,0,0,1,1,1,0
78,177,0,1,0,0,1,1,1,0
78,178,0,1,0,0,1,1,1,0
78,179,0,1,0,0,1,1,1,0
78,180,0,1,0,0,1,1,1,0
78,181,0,1,0,0,1,1,1,0
78,182,0,1,0,0,1,1,1,0
110,183,0,1,1,0,1,1,1,0
174,184,1,0,1,0,1,1,1,0
174,185,1,0,1,0,1,1,1,0
174,186,1,0,1,0,1,1,1,0
174,187,1,0,1,0,1,1,1,0
46,188,0,0,1,0,1,1,1,0
46,189,0,0,1,0,1,1,1,0
14,190,0,0,0,0,1,1,1,0
46,191,0,0,1,0,1,1,1,0
46,192,0,0,1,0,1,1,1,0
46,193,0,0,1,0,1,1,1,0
46,194,0,0,1,0,1,1,1,0
62,195,0,0,1,1,1,1,1,0
190,196,1,0,1,1,1,1,1,0
190,197,1,0,1,1,1,1,1,0
190,198,1,0,1,1,1,1,1,0
190,199,1,0,1,1,1,1,1,0
190,200,1,0,1,1,1,1,1,0
62,201,0,0,1,1,1,1,1,0
126,202,0,1,1,1,1,1,1,0
126,203,0,1,1,1,1,1,1,0
94,204,0,1,0,1,1,1,1,0
94,205,0,1,0,1,1,1,1,0
94,206,0,1,0,1,1,1,1,0
94,207,0,1,0,1,1,1,1,0
94,208,0,1,0,1,1,1,1,0
222,209,1,1,0,1,1,1,1,0
158,210,1,0,0,1,1,1,1,0
158,211,1,0,0,1,1,1,1,0
158,212,1,0,0,1,1,1,1,0
158,213,1,0,0,1,1,1,1,0
158,214,1,0,0,1,1,1,1,0
158,215,1,0,0,1,1,1,1,0
158,216,1,0,0,1,1,1,1,0
30,217,0,0,0,1,1,1,1,0
30,218,0,0,0,1,1,1,1,0
30,219,0,0,0,1,1,1,1,0
30,220,0,0,0,1,1,1,1,0
30,221,0,0,0,1,1,1,1,0
30,222,0,0,0,1,1,1,1,0
22,223,0,0,0,1,0,1,1,0
22,224,0,0,0,1,0,1,1,0
22,225,0,0,0,1,0,1,1,0
22,226,0,0,0,1,0,1,1,0
150,227,1,0,0,1,0,1,1,0
150,228,1,0,0,1,0,1,1,0
150,229,1,0,0,1,0,1,1,0
22,230,0,0,0,1,0,1,1,0
86,231,0,1,0,1,0,1,1,0
86,232,0,1,0,1,0,1,1,0
86,233,0,1,0,1,0,1,1,0
86,234,0,1,0,1,0,1,1,0
86,235,0,1,0,1,0,1,1,0
118,236,0,1,1,1,0,1,1,0
182,237,1,0,1,1,0,1,1,0
182,238,1,0,1,1,0,1,1,0
182,239,1,0,1,1,0,1,1,0
182,240,1,0,1,1,0,1,1,0
182,241,1,0,1,1,0,1,1,0
54,242,0,0,1,1,0,1,1,0
54,243,0,0,1,1,0,1,1,0
54,244,0,0,1,1,0,1,1,0
38,245,0,0,1,0,0,1,1,0
6,246,0,0,0,0,0,1,1,0
38,247,0,0,1,0,0,1,1,0
38,248,0,0,1,0,0,1,1,0
166,249,1,0,1,0,0,1,1,0
166,250,1,0,1,0,0,1,1,0
166,251,1,0,1,0,0,1,1,0
166,252,1,0,1,0,0,1,1,0
166,253,1,0,1,0,0,1,1,0
166,254,1,0,1,0,0,1,1,0
166,255,1,0,1,0,0,1,1,0
38,0,0,0,1,0,0,1,1,0
102,1,0,1,1,0,0,1,1,0
70,2,0,1,0,0,0,1,1,0
70,3,0,1,0,0,0,1,1,0
70,4,0,1,0,0,0,1,1,0
6,5,0,0,0,0,0,1,1,0
70,6,0,1,0,0,0,1,1,0
70,7,0,1,0,0,0,1,1,0
6,8,0,0,0,0,0,1,1,0
134,9,1,0,0,0,0,1,1,0
134,10,1,0,0,0,0,1,1,0
134,11,1,0,0,0,0,1,1,0
6,12,0,0,0,0,0,1,1,0
6,13,0,0,0,0,0,1,1,0
6,14,0,0,0,0,0,1,1,0
2,15,0,0,0,0,0,0,1,0
6,16,0,0,0,0,0,1,1,0
6,17,0,0,0,0,0,1,1,0
6,18,0,0,0,0,0,1,1,0
0,19,0,0,0,0,0,0,0,0
132,20,1,0,0,0,0,1,0,0
4,21,0,0,0,0,0,1,0,0
4,22,0,0,0,0,0,1,0,0
68,23,0,1,0,0,0,1,0,0
68,24,0,1,0,0,0,1,0,0
68,25,0,1,0,0,0,1,0,0
4,26,0,0,0,0,0,1,0,0
68,27,0,1,0,0,0,1,0,0
4,28,0,0,0,0,0,1,0,0
164,29,1,0,1,0,0,1,0,0
164,30,1,0,1,0,0,1,0,0
36,31,0,0,1,0,0,1,0,0
4,32,0,0,0,0,0,1,0,0
4,33,0,0,0,0,0,1,0,0
4,34,0,0,0,0,0,1,0,0
52,35,0,0,1,1,0,1,0,0
180,36,1,0,1,1,0,1,0,0
180,37,1,0,1,1,0,1,0,0
52,38,0,0,1,1,0,1,0,0
84,39,0,1,0,1,0,1,0,0
20,40,0,0,0,1,0,1,0,0
84,41,0,1,0,1,0,1,0,0
84,42,0,1,0,1,0,1,0,0
212,43,1,1,0,1,0,1,0,0
148,44,1,0,0,1,0,1,0,0
148,45,1,0,0,1,0,1,0,0
20,46,0,0,0,1,0,1,0,0
20,47,0,0,0,1,0,1,0,0
20,48,0,0,0,1,0,1,0,0
20,49,0,0,0,1,0,1,0,0
20,50,0,0,0,1,0,1,0,0
156,51,1,0,0,1,1,1,0,0
156,52,1,0,0,1,1,1,0,0
28,53,0,0,0,1,1,1,0,0
92,54,0,1,0,1,1,1,0,0
92,55,0,1,0,1,1,1,0,0
92,56,0,1,0,1,1,1,0,0
92,57,0,1,0,1,1,1,0,0
92,58,0,1,0,1,1,1,0,0
124,59,0,1,1,1,1,1,0,0
252,60,1,1,1,1,1,1,0,0
188,61,1,0,1,1,1,1,0,0
188,62,1,0,1,1,1,1,0,0
60,63,0,0,1,1,1,1,0,0
60,64,0,0,1,1,1,1,0,0
60,65,0,0,1,1,1,1,0,0
60,66,0,0,1,1,1,1,0,0
44,67,0,0,1,0,1,1,0,0
12,68,0,0,0,0,1,1,0,0
44,69,0,0,1,0,1,1,0,0
172,70,1,0,1,0,1,1,0,0
172,71,1,0,1,0,1,1,0,0
172,72,1,0,1,0,1,1,0,0
44,73,0,0,1,0,1,1,0,0
12,74,0,0,0,0,1,1,0,0
108,75,0,1,1,0,1,1,0,0
76,76,0,1,0,0,1,1,0,0
76,77,0,1,0,0,1,1,0,0
76,78,0,1,0,0,1,1,0,0
76,79,0,1,0,0,1,1,0,0
12,80,0,0,0,0,1,1,0,0
140,81,1,0,0,0,1,1,0,0
140,82,1,0,0,0,1,1,0,0
12,83,0,0,0,0,1,1,0,0
12,84,0,0,0,0,1,1,0,0
12,85,0,0,0,0,1,1,0,0
12,86,0,0,0,0,1,1,0,0
12,87,0,0,0,0,1,1,0,0
8,88,0,0,0,0,1,0,0,0
136,89,1,0,0,0,1,0,0,0
136,90,1,0,0,0,1,0,0,0
8,91,0,0,0,0,1,0,0,0
8,92,0,0,0,0,1,0,0,0
72,93,0,1,0,0,1,0,0,0
72,94,0,1,0,0,1,0,0,0
72,95,0,1,0,0,1,0,0,0
72,96,0,1,0,0,1,0,0,0
8,97,0,0,0,0,1,0,0,0
8,98,0,0,0,0,1,0,0,0
168,99,1,0,1,0,1,0,0,0
168,100,1,0,1,0,1,0,0,0
40,101,0,0,1,0,1,0,0,0
40,102,0,0,1,0,1,0,0,0
8,103,0,0,0,0,1,0,0,0
40,104,0,0,1,0,1,0,0,0
40,105,0,0,1,0,1,0,0,0
184,106,1,0,1,1,1,0,0,0
184,107,1,0,1,1,1,0,0,0
56,108,0,0,1,1,1,0,0,0
56,109,0,0,1,1,1,0,0,0
120,110,0,1,1,1,1,0,0,0
88,111,0,1,0,1,1,0,0,0
88,112,0,1,0,1,1,0,0,0
88,113,0,1,0,1,1,0,0,0
88,114,0,1,0,1,1,0,0,0
152,115,1,0,0,1,1,0,0,0
152,116,1,0,0,1,1,0,0,0
152,117,1,0,0,1,1,0,0,0
24,118,0,0,0,1,1,0,0,0
24,119,0,0,0,1,1,0,0,0
24,120,0,0,0,1,1,0,0,0
24,121,0,0,0,1,1,0,0,0
16,122,0,0,0,1,0,0,0,0
16,123,0,0,0,1,0,0,0,0
16,124,0,0,0,1,0,0,0,0
144,125,1,0,0,1,0,0,0,0
144,126,1,0,0,1,0,0,0,0
144,127,1,0,0,1,0,0,0,0
16,128,0,0,0,1,0,0,0,0
16,129,0,0,0,1,0,0,0,0
80,130,0,1,0,1,0,0,0,0
80,131,0,1,0,1,0,0,0,0
80,132,0,1,0,1,0,0,0,0
80,133,0,1,0,1,0,0,0,0
16,134,0,0,0,1,0,0,0,0
240,135,1,1,1,1,0,0,0,0
176,136,1,0,1,1,0,0,0,0
176,137,1,0,1,1,0,0,0,0
48,138,0,0,1,1,0,0,0,0
0,139,0,0,0,0,0,0,0,0
48,140,0,0,1,1,0,0,0,0
32,141,0,0,1,0,0,0,0,0
32,142,0,0,1,0,0,0,0,0
32,143,0,0,1,0,0,0,0,0
160,144,1,0,1,0,0,0,0,0
160,145,1,0,1,0,0,0,0,0
96,146,0,1,1,0,0,0,0,0
96,147,0,1,1,0,0,0,0,0
64,148,0,1,0,0,0,0,0,0
64,149,0,1,0,0,0,0,0,0
64,150,0,1,0,0,0,0,0,0
64,151,0,1,0,0,0,0,0,0
192,152,1,1,0,0,0,0,0,0
128,153,1,0,0,0,0,0,0,0
0,154,0,0,0,0,0,0,0,0
0,155,0,0,0,0,0,0,0,0
0,156,0,0,0,0,0,0,0,0
0,157,0,0,0,0,0,0,0,0
0,158,0,0,0,0,0,0,0,0
0,159,0,0,0,0,0,0,0,0
0,160,0,0,0,0,0,0,0,0
128,161,1,0,0,0,0,0,0,0
128,162,1,0,0,0,0,0,0,0
192,163,1,1,0,0,0,0,0,0
64,164,0,1,0,0,0,0,0,0
64,165,0,1,0,0,0,0,0,0
64,166,0,1,0,0,0,0,0,0
64,167,0,1,0,0,0,0,0,0
97,168,0,1,1,0,0,0,0,1
224,169,1,1,1,0,0,0,0,0
161,170,1,0,1,0,0,0,0,1
161,171,1,0,1,0,0,0,0,1
33,172,0,0,1,0,0,0,0,1
33,173,0,0,1,0,0,0,0,1
33,174,0,0,1,0,0,0,0,1
33,175,0,0,1,0,0,0,0,1
177,176,1,0,1,1,0,0,0,1
177,177,1,0,1,1,0,0,0,1
241,178,1,1,1,1,0,0,0,1
113,179,0,1,1,1,0,0,0,1
81,180,0,1,0,1,0,0,0,1
81,181,0,1,0,1,0,0,0,1
81,182,0,1,0,1,0,0,0,1
209,183,1,1,0,1,0,0,0,1
145,184,1,0,0,1,0,0,0,1
145,185,1,0,0,1,0,0,0,1
17,186,0,0,0,1,0,0,0,1
17,187,0,0,0,1,0,0,0,1
17,188,0,0,0,1,0,0,0,1
17,189,0,0,0,1,0,0,0,1
153,190,1,0,0,1,1,0,0,1
153,191,1,0,0,1,1,0,0,1
153,192,1,0,0,1,1,0,0,1
89,193,0,1,0,1,1,0,0,1
89,194,0,1,0,1,1,0,0,1
89,195,0,1,0,1,1,0,0,1
249,196,1,1,1,1,1,0,0,1
185,197,1,0,1,1,1,0,0,1
57,198,0,0,1,1,1,0,0,1
41,199,0,0,1,0,1,0,0,1
41,200,0,0,1,0,1,0,0,1
169,201,1,0,1,0,1,0,0,1
169,202,1,0,1,0,1,0,0,1
233,203,1,1,1,0,1,0,0,1
105,204,0,1,1,0,1,0,0,1
73,205,0,1,0,0,1,0,0,1
73,206,0,1,0,0,1,0,0,1
73,207,0,1,0,0,1,0,0,1
137,208,1,0,0,0,1,0,0,1
137,209,1,0,0,0,1,0,0,1
9,210,0,0,0,0,1,0,0,1
9,211,0,0,0,0,1,0,0,1
9,212,0,0,0,0,1,0,0,1
141,213,1,0,0,0,1,1,0,1
141,214,1,0,0,0,1,1,0,1
205,215,1,1,0,0,1,1,0,1
